strategy_count,avg_score,count,std_score
4,1.2,5,1.4832396974191326
5,0.5555555555555556,18,0.9835244081556432
6,0.20689655172413793,29,0.49130368444051736
7,1.5714285714285714,7,1.2724180205607034
8,0.75,4,1.5
